Event Index,UTC Timestamp,Local Timestamp,Local Timezone,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,randomiser-ilmk,order-cg81,order-f5ck,order-w8r4,order-mnhh,order-lgbu,order-f4f2,order-cdib,order-v22n,order-zlxs,order-flk3,order-e65y,order-6gm2,Randomise questionnaire elements?,Question Key,Response
3,1.64713E+12,1.64713E+12,0,74297,30,questionnaire-5uc8,,20332262,11753,6030824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x746,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Age-quantised,4
4,1.64713E+12,1.64713E+12,0,74297,30,questionnaire-5uc8,,20332262,11753,6030824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x746,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender,Male
5,1.64713E+12,1.64713E+12,0,74297,30,questionnaire-5uc8,,20332262,11753,6030824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x746,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender-quantised,1
6,1.64713E+12,1.64713E+12,0,74297,30,questionnaire-5uc8,,20332262,11753,6030824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x746,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender-text,
7,1.64713E+12,1.64713E+12,0,74297,30,questionnaire-5uc8,,20332262,11753,6030824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x746,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,seizures,1
8,1.64713E+12,1.64713E+12,0,74297,30,questionnaire-5uc8,,20332262,11753,6030824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x746,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,device,1
9,1.64713E+12,1.64713E+12,0,74297,30,questionnaire-5uc8,,20332262,11753,6030824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x746,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,consent,1
10,1.64713E+12,1.64713E+12,0,74297,30,questionnaire-5uc8,,20332262,11753,6030824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x746,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,END QUESTIONNAIRE,21152
1,1.64716E+12,1.64716E+12,0,74297,30,questionnaire-5uc8,,20335977,11766,6031610,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1504x1003,1367x818,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.64716E+12,1.64716E+12,0,74297,30,questionnaire-5uc8,,20335977,11766,6031610,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1504x1003,1352x818,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Age,18
3,1.64716E+12,1.64716E+12,0,74297,30,questionnaire-5uc8,,20335977,11766,6031610,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1504x1003,1352x818,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Age-quantised,2
4,1.64716E+12,1.64716E+12,0,74297,30,questionnaire-5uc8,,20335977,11766,6031610,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1504x1003,1352x818,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender,Male
5,1.64716E+12,1.64716E+12,0,74297,30,questionnaire-5uc8,,20335977,11766,6031610,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1504x1003,1352x818,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender-quantised,1
6,1.64716E+12,1.64716E+12,0,74297,30,questionnaire-5uc8,,20335977,11766,6031610,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1504x1003,1352x818,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender-text,
7,1.64716E+12,1.64716E+12,0,74297,30,questionnaire-5uc8,,20335977,11766,6031610,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1504x1003,1352x818,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,seizures,1
8,1.64716E+12,1.64716E+12,0,74297,30,questionnaire-5uc8,,20335977,11766,6031610,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1504x1003,1352x818,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,device,1
9,1.64716E+12,1.64716E+12,0,74297,30,questionnaire-5uc8,,20335977,11766,6031610,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1504x1003,1352x818,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,consent,1
10,1.64716E+12,1.64716E+12,0,74297,30,questionnaire-5uc8,,20335977,11766,6031610,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1504x1003,1352x818,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,END QUESTIONNAIRE,10519
1,1.64728E+12,1.64728E+12,0,74297,30,questionnaire-5uc8,,20378271,11721,6043833,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1920x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.64728E+12,1.64728E+12,0,74297,30,questionnaire-5uc8,,20378271,11721,6043833,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Age,19
3,1.64728E+12,1.64728E+12,0,74297,30,questionnaire-5uc8,,20378271,11721,6043833,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Age-quantised,3
4,1.64728E+12,1.64728E+12,0,74297,30,questionnaire-5uc8,,20378271,11721,6043833,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Gender,Male
5,1.64728E+12,1.64728E+12,0,74297,30,questionnaire-5uc8,,20378271,11721,6043833,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Gender-quantised,1
6,1.64728E+12,1.64728E+12,0,74297,30,questionnaire-5uc8,,20378271,11721,6043833,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Gender-text,
7,1.64728E+12,1.64728E+12,0,74297,30,questionnaire-5uc8,,20378271,11721,6043833,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,seizures,1
8,1.64728E+12,1.64728E+12,0,74297,30,questionnaire-5uc8,,20378271,11721,6043833,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,device,1
9,1.64728E+12,1.64728E+12,0,74297,30,questionnaire-5uc8,,20378271,11721,6043833,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,consent,1
10,1.64728E+12,1.64728E+12,0,74297,30,questionnaire-5uc8,,20378271,11721,6043833,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,END QUESTIONNAIRE,29609
1,1.6473E+12,1.6473E+12,0,74297,30,questionnaire-5uc8,,20387547,11768,6047614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1200x639,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.6473E+12,1.6473E+12,0,74297,30,questionnaire-5uc8,,20387547,11768,6047614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1200x639,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Age,19
3,1.6473E+12,1.6473E+12,0,74297,30,questionnaire-5uc8,,20387547,11768,6047614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1200x639,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Age-quantised,3
4,1.6473E+12,1.6473E+12,0,74297,30,questionnaire-5uc8,,20387547,11768,6047614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1200x639,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Gender,Female
5,1.6473E+12,1.6473E+12,0,74297,30,questionnaire-5uc8,,20387547,11768,6047614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1200x639,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Gender-quantised,2
6,1.6473E+12,1.6473E+12,0,74297,30,questionnaire-5uc8,,20387547,11768,6047614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1200x639,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Gender-text,
7,1.6473E+12,1.6473E+12,0,74297,30,questionnaire-5uc8,,20387547,11768,6047614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1200x639,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,seizures,1
8,1.6473E+12,1.6473E+12,0,74297,30,questionnaire-5uc8,,20387547,11768,6047614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1200x639,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,device,1
9,1.6473E+12,1.6473E+12,0,74297,30,questionnaire-5uc8,,20387547,11768,6047614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1200x639,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,consent,1
10,1.6473E+12,1.6473E+12,0,74297,30,questionnaire-5uc8,,20387547,11768,6047614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1200x639,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,END QUESTIONNAIRE,11780
1,1.64734E+12,1.64734E+12,0,74297,30,questionnaire-5uc8,,20395042,11710,6050808,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x577,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,BEGIN QUESTIONNAIRE,
2,1.64734E+12,1.64734E+12,0,74297,30,questionnaire-5uc8,,20395042,11710,6050808,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x577,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,Age,19
3,1.64734E+12,1.64734E+12,0,74297,30,questionnaire-5uc8,,20395042,11710,6050808,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x577,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,Age-quantised,3
4,1.64734E+12,1.64734E+12,0,74297,30,questionnaire-5uc8,,20395042,11710,6050808,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x577,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,Gender,Female
5,1.64734E+12,1.64734E+12,0,74297,30,questionnaire-5uc8,,20395042,11710,6050808,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x577,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,Gender-quantised,2
6,1.64734E+12,1.64734E+12,0,74297,30,questionnaire-5uc8,,20395042,11710,6050808,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x577,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,Gender-text,
7,1.64734E+12,1.64734E+12,0,74297,30,questionnaire-5uc8,,20395042,11710,6050808,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x577,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,seizures,1
8,1.64734E+12,1.64734E+12,0,74297,30,questionnaire-5uc8,,20395042,11710,6050808,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x577,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,device,1
9,1.64734E+12,1.64734E+12,0,74297,30,questionnaire-5uc8,,20395042,11710,6050808,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x577,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,consent,1
10,1.64734E+12,1.64734E+12,0,74297,30,questionnaire-5uc8,,20395042,11710,6050808,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x577,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,END QUESTIONNAIRE,31424
1,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20407610,11695,6054173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1500x1000,1500x792,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,BEGIN QUESTIONNAIRE,
2,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20407610,11695,6054173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1500x1000,1483x792,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Age,18
3,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20407610,11695,6054173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1500x1000,1483x792,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Age-quantised,2
4,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20407610,11695,6054173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1500x1000,1483x792,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Gender,Female
5,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20407610,11695,6054173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1500x1000,1483x792,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Gender-quantised,2
6,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20407610,11695,6054173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1500x1000,1483x792,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Gender-text,
7,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20407610,11695,6054173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1500x1000,1483x792,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,seizures,1
8,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20407610,11695,6054173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1500x1000,1483x792,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,device,1
9,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20407610,11695,6054173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1500x1000,1483x792,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,consent,1
10,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20407610,11695,6054173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1500x1000,1483x792,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,END QUESTIONNAIRE,59349
1,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20411527,11701,6055086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x821,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,BEGIN QUESTIONNAIRE,
2,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20411527,11701,6055086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x821,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Age,19
3,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20411527,11701,6055086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x821,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Age-quantised,3
4,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20411527,11701,6055086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x821,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender,Female
5,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20411527,11701,6055086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x821,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender-quantised,2
6,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20411527,11701,6055086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x821,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender-text,
7,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20411527,11701,6055086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x821,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,seizures,1
8,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20411527,11701,6055086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x821,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,device,1
9,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20411527,11701,6055086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x821,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,consent,1
10,1.64736E+12,1.64736E+12,0,74297,30,questionnaire-5uc8,,20411527,11701,6055086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x821,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,END QUESTIONNAIRE,17649
