"","PID","status","counterbalance","blockorderA1","blockorderA2","blockorderB2","blockorderB1","condition_1","Zone.Type","ratings","condition_2"
"2072",8203772,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty_2","response_slider_endValue","-5","empty 16"
"2346",8203567,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_2","response_slider_endValue","-3","empty 216"
"2418",8203567,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_2","response_slider_endValue","0","empty 16"
"2692",8203378,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty_2","response_slider_endValue","1","empty 216"
"2764",8203378,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty_2","response_slider_endValue","-2","empty 16"
"2838",8203404,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty_2","response_slider_endValue","2","empty 16"
"3110",8203404,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty_2","response_slider_endValue","2","empty 216"
"3384",8185960,"complete","CounterbalanceA","CAB","BCA",NA,NA,"Empty_2","response_slider_endValue","6","empty 216"
"3456",8185960,"complete","CounterbalanceA","CAB","BCA",NA,NA,"Empty_2","response_slider_endValue","7","empty 16"
"3730",8185777,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty_2","response_slider_endValue","-4","empty 216"
"3802",8185777,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty_2","response_slider_endValue","0","empty 16"
"3876",8185508,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty_2","response_slider_endValue","3","empty 16"
"4148",8185508,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty_2","response_slider_endValue","5","empty 216"
"4222",8185412,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_2","response_slider_endValue","-1","empty 16"
"4494",8185412,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_2","response_slider_endValue","4","empty 216"
"4768",8185359,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_2","response_slider_endValue","-5","empty 216"
"4840",8185359,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_2","response_slider_endValue","2","empty 16"
"5114",8185373,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty_2","response_slider_endValue","-1","empty 216"
"5186",8185373,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty_2","response_slider_endValue","-1","empty 16"
"5460",8185378,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_2","response_slider_endValue","-2","empty 216"
"5532",8185378,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_2","response_slider_endValue","3","empty 16"
"5806",8178671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_2","response_slider_endValue","0","empty 216"
"5878",8178671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_2","response_slider_endValue","2","empty 16"
"6152",8177410,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_2","response_slider_endValue","2","empty 216"
"6224",8177410,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_2","response_slider_endValue","0","empty 16"
"6298",8177131,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty_2","response_slider_endValue","2","empty 16"
"6570",8177131,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty_2","response_slider_endValue","1","empty 216"
"6644",8177042,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_2","response_slider_endValue","8","empty 16"
"6916",8177042,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_2","response_slider_endValue","9","empty 216"
"7190",8177146,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_2","response_slider_endValue","-3","empty 216"
"7262",8177146,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_2","response_slider_endValue","-3","empty 16"
"7336",8177036,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_2","response_slider_endValue","1","empty 16"
"7608",8177036,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_2","response_slider_endValue","-2","empty 216"
"7882",8213635,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_2","response_slider_endValue","-1","empty 216"
"7954",8213635,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_2","response_slider_endValue","5","empty 16"
"8028",8213551,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_2","response_slider_endValue","-1","empty 16"
"8300",8213551,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_2","response_slider_endValue","-7","empty 216"
"8374",8204347,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty_2","response_slider_endValue","1","empty 16"
"8646",8204347,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty_2","response_slider_endValue","3","empty 216"
"8720",8177485,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty_2","response_slider_endValue","0","empty 16"
"8992",8177485,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty_2","response_slider_endValue","0","empty 216"
"701",8219174,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","4","empty 16"
"3421",8219174,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","9","empty 216"
"6161",8213570,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","2","empty 216"
"6881",8213570,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","0","empty 16"
"9621",8212018,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","5","empty 216"
"10342",8212018,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","7","empty 16"
"1108",8211913,"complete","CounterbalanceB",NA,NA,"ABC","BCA","Empty_2","response_slider_endValue","-2","empty 16"
"13801",8211913,"complete","CounterbalanceB",NA,NA,"ABC","BCA","Empty_2","response_slider_endValue","-5","empty 216"
"14541",8211957,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","-6","empty 16"
"17261",8211957,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","-9","empty 216"
"1800",8204854,"complete","CounterbalanceB",NA,NA,"CAB","CAB","Empty_2","response_slider_endValue","0","empty 16"
"20721",8204854,"complete","CounterbalanceB",NA,NA,"CAB","CAB","Empty_2","response_slider_endValue","-8","empty 216"
"23461",8204361,"complete","CounterbalanceB",NA,NA,"BCA","BCA","Empty_2","response_slider_endValue","6","empty 216"
"24181",8204361,"complete","CounterbalanceB",NA,NA,"BCA","BCA","Empty_2","response_slider_endValue","-3","empty 16"
"26921",8204029,"complete","CounterbalanceB",NA,NA,"ABC","ABC","Empty_2","response_slider_endValue","0","empty 216"
"27641",8204029,"complete","CounterbalanceB",NA,NA,"ABC","ABC","Empty_2","response_slider_endValue","4","empty 16"
"3038",8203523,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_2","response_slider_endValue","-3","empty 216"
"31101",8203523,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_2","response_slider_endValue","4","empty 16"
"33841",8203381,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_2","response_slider_endValue","0","empty 216"
"34561",8203381,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_2","response_slider_endValue","0","empty 16"
"3530",8203394,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","2","empty 16"
"38021",8203394,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","1","empty 216"
"38761",8203415,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","-3","empty 16"
"41481",8203415,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","8","empty 216"
"4422",8203372,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","-3","empty 216"
"44941",8203372,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","-2","empty 16"
"4568",8186219,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","7","empty 16"
"48401",8186219,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","2","empty 216"
"51141",8185751,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_2","response_slider_endValue","8","empty 216"
"51861",8185751,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_2","response_slider_endValue","7","empty 16"
"5260",8185697,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","6","empty 16"
"55321",8185697,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","5","empty 216"
"5606",8185527,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","6","empty 16"
"58781",8185527,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","6","empty 216"
"61521",8185507,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_2","response_slider_endValue","-8","empty 216"
"62241",8185507,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_2","response_slider_endValue","-6","empty 16"
"62981",8185381,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","2","empty 16"
"65701",8185381,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","2","empty 216"
"6844",8185386,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","0","empty 216"
"69161",8185386,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","-4","empty 16"
"6990",8178858,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","3","empty 16"
"72621",8178858,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","5","empty 216"
"73361",8178022,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","3","empty 16"
"76081",8178022,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_2","response_slider_endValue","7","empty 216"
"7682",8177488,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","-2","empty 16"
"79541",8177488,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_2","response_slider_endValue","-6","empty 216"
"8228",8177230,"complete","CounterbalanceB",NA,NA,"ABC","BCA","Empty_2","response_slider_endValue","7","empty 216"
"83001",8177230,"complete","CounterbalanceB",NA,NA,"ABC","BCA","Empty_2","response_slider_endValue","4","empty 16"
"8574",8177111,"complete","CounterbalanceB",NA,NA,"BCA","CAB","Empty_2","response_slider_endValue","-1","empty 216"
"86461",8177111,"complete","CounterbalanceB",NA,NA,"BCA","CAB","Empty_2","response_slider_endValue","3","empty 16"
"87201",8177190,"complete","CounterbalanceB",NA,NA,"CAB","ABC","Empty_2","response_slider_endValue","-5","empty 16"
"89921",8177190,"complete","CounterbalanceB",NA,NA,"CAB","ABC","Empty_2","response_slider_endValue","4","empty 216"
"9066",8177084,"complete","CounterbalanceB",NA,NA,"ABC","BCA","Empty_2","response_slider_endValue","3","empty 16"
"9338",8177084,"complete","CounterbalanceB",NA,NA,"ABC","BCA","Empty_2","response_slider_endValue","-3","empty 216"
"9612",8213565,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_2","response_slider_endValue","0","empty 216"
"9684",8213565,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_2","response_slider_endValue","-2","empty 16"
"9958",8212004,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_2","response_slider_endValue","4","empty 216"
"10030",8212004,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_2","response_slider_endValue","2","empty 16"
"702",8213666,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty","response_slider_endValue","9","empty 16"
"3422",8213666,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty","response_slider_endValue","4","empty 216"
"6162",8213635,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty","response_slider_endValue","-1","empty 216"
"6882",8213635,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty","response_slider_endValue","4","empty 16"
"762",8213551,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty","response_slider_endValue","3","empty 16"
"10343",8213551,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty","response_slider_endValue","5","empty 216"
"11081",8212009,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty","response_slider_endValue","1","empty 16"
"13802",8212009,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty","response_slider_endValue","1","empty 216"
"14542",8211906,"complete","CounterbalanceA","BCA","CAB",NA,NA,"Empty","response_slider_endValue","-1","empty 16"
"17262",8211906,"complete","CounterbalanceA","BCA","CAB",NA,NA,"Empty","response_slider_endValue","5","empty 216"
"18001",8211903,"complete","CounterbalanceA","CAB","BCA",NA,NA,"Empty","response_slider_endValue","8","empty 16"
"20722",8211903,"complete","CounterbalanceA","CAB","BCA",NA,NA,"Empty","response_slider_endValue","9","empty 216"
"23462",8211926,"complete","CounterbalanceA","ABC","BCA",NA,NA,"Empty","response_slider_endValue","0","empty 216"
"24182",8211926,"complete","CounterbalanceA","ABC","BCA",NA,NA,"Empty","response_slider_endValue","2","empty 16"
"26922",8204347,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty","response_slider_endValue","1","empty 216"
"27642",8204347,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty","response_slider_endValue","-2","empty 16"
"30381",8203772,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty","response_slider_endValue","5","empty 216"
"31102",8203772,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty","response_slider_endValue","-5","empty 16"
"3184",8203567,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty","response_slider_endValue","-2","empty 16"
"34562",8203567,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty","response_slider_endValue","-6","empty 216"
"35301",8203404,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty","response_slider_endValue","3","empty 16"
"38022",8203404,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty","response_slider_endValue","-9","empty 216"
"38762",8203378,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty","response_slider_endValue","-3","empty 16"
"41482",8203378,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty","response_slider_endValue","-3","empty 216"
"42221",8185960,"complete","CounterbalanceA","CAB","BCA",NA,NA,"Empty","response_slider_endValue","8","empty 16"
"44942",8185960,"complete","CounterbalanceA","CAB","BCA",NA,NA,"Empty","response_slider_endValue","8","empty 216"
"47681",8185777,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty","response_slider_endValue","-4","empty 216"
"48402",8185777,"complete","CounterbalanceA","BCA","ABC",NA,NA,"Empty","response_slider_endValue","-1","empty 16"
"4914",8185508,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty","response_slider_endValue","7","empty 16"
"51862",8185508,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty","response_slider_endValue","-3","empty 216"
"54601",8185412,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty","response_slider_endValue","5","empty 216"
"55322",8185412,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty","response_slider_endValue","1","empty 16"
"56061",8185359,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty","response_slider_endValue","-2","empty 16"
"58782",8185359,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty","response_slider_endValue","-5","empty 216"
"5952",8185373,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty","response_slider_endValue","-2","empty 16"
"62242",8185373,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty","response_slider_endValue","-6","empty 216"
"6498",8185378,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty","response_slider_endValue","3","empty 216"
"65702",8185378,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty","response_slider_endValue","6","empty 16"
"66441",8178671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty","response_slider_endValue","4","empty 16"
"69162",8178671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty","response_slider_endValue","1","empty 216"
"71901",8177485,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty","response_slider_endValue","0","empty 216"
"72622",8177485,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty","response_slider_endValue","0","empty 16"
"73362",8177410,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty","response_slider_endValue","2","empty 16"
"76082",8177410,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty","response_slider_endValue","2","empty 216"
"76821",8177131,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty","response_slider_endValue","1","empty 16"
"79542",8177131,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty","response_slider_endValue","-2","empty 216"
"82281",8177042,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty","response_slider_endValue","9","empty 216"
"83002",8177042,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty","response_slider_endValue","-7","empty 16"
"85741",8177146,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty","response_slider_endValue","-7","empty 216"
"86462",8177146,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty","response_slider_endValue","-4","empty 16"
"8920",8177036,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty","response_slider_endValue","4","empty 216"
"89922",8177036,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty","response_slider_endValue","7","empty 16"
"54",8177146,"complete","CounterbalanceA","ABC","ABC",NA,NA,"No D Events_2","response_slider_endValue","-2","noD"
"112",8177410,"complete","CounterbalanceA","BCA","BCA",NA,NA,"No D Events_2","response_slider_endValue","0","noD"
"170",8177485,"complete","CounterbalanceA","ABC","CAB",NA,NA,"No D Events_2","response_slider_endValue","0","noD"
"228",8185777,"complete","CounterbalanceA","BCA","ABC",NA,NA,"No D Events_2","response_slider_endValue","3","noD"
"286",8185960,"complete","CounterbalanceA","CAB","BCA",NA,NA,"No D Events_2","response_slider_endValue","7","noD"
"344",8203404,"complete","CounterbalanceA","BCA","ABC",NA,NA,"No D Events_2","response_slider_endValue","5","noD"
"402",8203378,"complete","CounterbalanceA","ABC","CAB",NA,NA,"No D Events_2","response_slider_endValue","-2","noD"
"460",8203567,"complete","CounterbalanceA","BCA","BCA",NA,NA,"No D Events_2","response_slider_endValue","2","noD"
"518",8211926,"complete","CounterbalanceA","ABC","BCA",NA,NA,"No D Events_2","response_slider_endValue","4","noD"
"576",8211906,"complete","CounterbalanceA","BCA","CAB",NA,NA,"No D Events_2","response_slider_endValue","0","noD"
"634",8213666,"complete","CounterbalanceA","CAB","CAB",NA,NA,"No D Events_2","response_slider_endValue","9","noD"
"692",8213551,"complete","CounterbalanceA","ABC","ABC",NA,NA,"No D Events_2","response_slider_endValue","3","noD"
"750",8212009,"complete","CounterbalanceA","BCA","ABC",NA,NA,"No D Events_2","response_slider_endValue","5","noD"
"808",8211903,"complete","CounterbalanceA","CAB","BCA",NA,NA,"No D Events_2","response_slider_endValue","4","noD"
"866",8204347,"complete","CounterbalanceA","BCA","ABC",NA,NA,"No D Events_2","response_slider_endValue","5","noD"
"924",8203772,"complete","CounterbalanceA","ABC","CAB",NA,NA,"No D Events_2","response_slider_endValue","4","noD"
"982",8185508,"complete","CounterbalanceA","CAB","CAB",NA,NA,"No D Events_2","response_slider_endValue","6","noD"
"1040",8185373,"complete","CounterbalanceA","CAB","CAB",NA,NA,"No D Events_2","response_slider_endValue","3","noD"
"1098",8185378,"complete","CounterbalanceA","ABC","ABC",NA,NA,"No D Events_2","response_slider_endValue","-2","noD"
"1156",8185412,"complete","CounterbalanceA","BCA","BCA",NA,NA,"No D Events_2","response_slider_endValue","4","noD"
"1214",8185359,"complete","CounterbalanceA","BCA","BCA",NA,NA,"No D Events_2","response_slider_endValue","1","noD"
"1272",8178671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"No D Events_2","response_slider_endValue","3","noD"
"1330",8177131,"complete","CounterbalanceA","CAB","CAB",NA,NA,"No D Events_2","response_slider_endValue","0","noD"
"1388",8177036,"complete","CounterbalanceA","ABC","ABC",NA,NA,"No D Events_2","response_slider_endValue","8","noD"
"1446",8177042,"complete","CounterbalanceA","BCA","BCA",NA,NA,"No D Events_2","response_slider_endValue","9","noD"
"1504",8213635,"complete","CounterbalanceA","BCA","BCA",NA,NA,"No D Events_2","response_slider_endValue","1","noD"
"2701",8219174,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty","response_slider_endValue","3","empty 216"
"3423",8219174,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty","response_slider_endValue","3","empty 16"
"6163",8213565,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty","response_slider_endValue","-2","empty 216"
"6883",8213565,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty","response_slider_endValue","1","empty 16"
"9622",8213570,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty","response_slider_endValue","0","empty 216"
"10344",8213570,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty","response_slider_endValue","2","empty 16"
"11082",8212018,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty","response_slider_endValue","-6","empty 16"
"13803",8212018,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty","response_slider_endValue","7","empty 216"
"14543",8211957,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty","response_slider_endValue","0","empty 16"
